LDA3.BEER3POS.o150714.1:K=50,mean_approximate_log_evidence=-316298.837212,mean_perplexity=48.6278839544
LDA3.BEER3POS.o150714.10:K=500,mean_approximate_log_evidence=-255675.076814,mean_perplexity=23.2080161849
LDA3.BEER3POS.o150714.11:K=550,mean_approximate_log_evidence=-246988.068932,mean_perplexity=23.3684693273
LDA3.BEER3POS.o150714.12:K=600,mean_approximate_log_evidence=-255683.815138,mean_perplexity=23.3616360109
LDA3.BEER3POS.o150714.13:K=650,mean_approximate_log_evidence=-252385.188804,mean_perplexity=23.5064891942
LDA3.BEER3POS.o150714.14:K=700,mean_approximate_log_evidence=-262182.565236,mean_perplexity=24.102703252
LDA3.BEER3POS.o150714.15:K=750,mean_approximate_log_evidence=-251629.210502,mean_perplexity=23.5808565471
LDA3.BEER3POS.o150714.16:K=800,mean_approximate_log_evidence=-259920.926539,mean_perplexity=24.0937454578
LDA3.BEER3POS.o150714.17:K=850,mean_approximate_log_evidence=-252491.020497,mean_perplexity=24.0376956001
LDA3.BEER3POS.o150714.18:K=900,mean_approximate_log_evidence=-258543.175168,mean_perplexity=23.887472027
LDA3.BEER3POS.o150714.19:K=950,mean_approximate_log_evidence=-257889.570707,mean_perplexity=24.7193811893
LDA3.BEER3POS.o150714.2:K=100,mean_approximate_log_evidence=-287402.43738,mean_perplexity=35.9571746902
LDA3.BEER3POS.o150714.20:K=1000,mean_approximate_log_evidence=-258800.677063,mean_perplexity=24.4796405006
LDA3.BEER3POS.o150714.3:K=150,mean_approximate_log_evidence=-278928.496026,mean_perplexity=29.9060502999
LDA3.BEER3POS.o150714.4:K=200,mean_approximate_log_evidence=-271176.412253,mean_perplexity=27.3048324792
LDA3.BEER3POS.o150714.5:K=250,mean_approximate_log_evidence=-258620.586042,mean_perplexity=23.7149312469
LDA3.BEER3POS.o150714.6:K=300,mean_approximate_log_evidence=-248660.867585,mean_perplexity=23.3222439596
LDA3.BEER3POS.o150714.7:K=350,mean_approximate_log_evidence=-256114.365294,mean_perplexity=22.8021160482
LDA3.BEER3POS.o150714.8:K=400,mean_approximate_log_evidence=-253190.227522,mean_perplexity=22.5812470199
LDA3.BEER3POS.o150714.9:K=450,mean_approximate_log_evidence=-252951.13608,mean_perplexity=23.0042353352
